datetime,ALLSKY_SFC_SW_DWN,T2M,WS2M,RH2M,PRECTOTCORR
2019-01-01 00:00:00,0.0,9.34,1.31,52.46,0.0
2019-01-01 01:00:00,0.0,8.43,1.32,55.2,0.0
2019-01-01 02:00:00,0.0,7.36,1.32,59.21,0.0
2019-01-01 03:00:00,0.0,6.56,1.3,62.21,0.0
2019-01-01 04:00:00,0.0,5.98,1.29,64.41,0.0
2019-01-01 05:00:00,0.0,5.55,1.26,66.04,0.0
2019-01-01 06:00:00,0.05,5.48,1.21,66.24,0.0
2019-01-01 07:00:00,0.56,8.41,1.26,59.18,0.0
2019-01-01 08:00:00,1.24,10.97,1.97,48.02,0.0
2019-01-01 09:00:00,1.83,13.48,1.41,43.53,0.0
2019-01-01 10:00:00,2.22,17.19,1.39,34.44,0.0
2019-01-01 11:00:00,2.02,20.36,1.41,25.52,0.0
2019-01-01 12:00:00,1.93,21.41,1.29,23.71,0.0
2019-01-01 13:00:00,1.62,21.58,1.21,23.7,0.0
2019-01-01 14:00:00,1.12,20.99,1.02,26.44,0.0
2019-01-01 15:00:00,0.57,19.45,0.56,35.98,0.0
2019-01-01 16:00:00,0.09,18.33,0.5,31.05,0.0
2019-01-01 17:00:00,0.0,17.54,0.3,31.21,0.0
2019-01-01 18:00:00,0.0,16.95,0.12,31.99,0.0
2019-01-01 19:00:00,0.0,16.18,0.35,33.42,0.0
2019-01-01 20:00:00,0.0,15.3,0.52,34.98,0.0
2019-01-01 21:00:00,0.0,14.52,0.59,36.58,0.0
2019-01-01 22:00:00,0.0,13.84,0.7,37.92,0.0
2019-01-01 23:00:00,0.0,13.08,0.79,39.53,0.0
2019-01-02 00:00:00,0.0,11.76,0.85,43.46,0.0
2019-01-02 01:00:00,0.0,10.99,0.97,45.61,0.0
2019-01-02 02:00:00,0.0,10.4,1.03,47.17,0.0
2019-01-02 03:00:00,0.0,9.56,1.08,49.62,0.0
2019-01-02 04:00:00,0.0,8.65,1.14,53.06,0.0
2019-01-02 05:00:00,0.0,7.75,1.18,56.74,0.0
2019-01-02 06:00:00,0.04,7.5,1.11,58.39,0.0
2019-01-02 07:00:00,0.39,9.11,0.78,59.63,0.0
2019-01-02 08:00:00,0.87,11.32,1.37,47.51,0.0
2019-01-02 09:00:00,1.35,13.3,0.82,43.73,0.0
2019-01-02 10:00:00,1.82,16.65,0.73,36.24,0.0
2019-01-02 11:00:00,1.79,19.9,0.6,28.9,0.0
2019-01-02 12:00:00,1.76,20.98,0.51,27.07,0.0
2019-01-02 13:00:00,1.4,21.26,0.43,26.59,0.0
2019-01-02 14:00:00,0.99,20.75,0.48,28.68,0.0
2019-01-02 15:00:00,0.52,19.27,0.48,38.19,0.0
2019-01-02 16:00:00,0.09,17.19,0.69,37.88,0.0
2019-01-02 17:00:00,0.0,15.76,0.82,39.53,0.0
2019-01-02 18:00:00,0.0,14.94,0.92,41.21,0.0
2019-01-02 19:00:00,0.0,14.46,0.98,41.73,0.0
2019-01-02 20:00:00,0.0,13.57,0.92,43.9,0.0
2019-01-02 21:00:00,0.0,13.14,0.87,44.5,0.0
2019-01-02 22:00:00,0.0,12.89,0.79,44.47,0.0
2019-01-02 23:00:00,0.0,13.13,0.68,42.82,0.0
2019-01-03 00:00:00,0.0,13.04,0.47,42.65,0.0
2019-01-03 01:00:00,0.0,12.49,0.43,44.33,0.0
2019-01-03 02:00:00,0.0,10.82,0.84,50.37,0.0
2019-01-03 03:00:00,0.0,9.07,1.21,57.9,0.0
2019-01-03 04:00:00,0.0,7.5,1.28,65.68,0.0
2019-01-03 05:00:00,0.0,6.53,1.27,71.23,0.0
2019-01-03 06:00:00,0.04,6.22,1.34,74.18,0.0
2019-01-03 07:00:00,0.41,9.05,2.13,64.27,0.0
2019-01-03 08:00:00,0.97,11.49,2.71,56.17,0.0
2019-01-03 09:00:00,1.51,14.31,2.16,49.87,0.0
2019-01-03 10:00:00,1.87,18.1,2.6,40.06,0.0
2019-01-03 11:00:00,1.78,20.72,2.89,33.28,0.0
2019-01-03 12:00:00,1.63,21.9,2.98,30.8,0.0
2019-01-03 13:00:00,1.41,22.28,2.97,30.13,0.0
2019-01-03 14:00:00,0.96,21.86,2.62,32.06,0.0
2019-01-03 15:00:00,0.49,19.18,1.18,46.85,0.0
2019-01-03 16:00:00,0.09,15.65,1.26,51.81,0.0
2019-01-03 17:00:00,0.0,13.97,1.36,52.84,0.0
2019-01-03 18:00:00,0.0,13.16,1.36,53.92,0.0
2019-01-03 19:00:00,0.0,12.54,1.35,54.5,0.0
2019-01-03 20:00:00,0.0,11.91,1.34,55.19,0.0
2019-01-03 21:00:00,0.0,11.21,1.33,56.58,0.0
2019-01-03 22:00:00,0.0,10.38,1.32,59.0,0.0
2019-01-03 23:00:00,0.0,9.52,1.32,61.97,0.0
2019-01-04 00:00:00,0.0,8.83,1.31,64.36,0.0
2019-01-04 01:00:00,0.0,8.18,1.29,66.97,0.0
2019-01-04 02:00:00,0.0,7.58,1.27,69.3,0.0
2019-01-04 03:00:00,0.0,7.09,1.21,71.01,0.0
2019-01-04 04:00:00,0.0,6.59,1.18,72.84,0.0
2019-01-04 05:00:00,0.0,6.11,1.15,74.98,0.0
2019-01-04 06:00:00,0.04,5.87,1.13,76.28,0.0
2019-01-04 07:00:00,0.4,8.8,1.94,64.46,0.0
2019-01-04 08:00:00,0.98,11.31,2.27,55.73,0.0
2019-01-04 09:00:00,1.51,14.77,1.8,47.71,0.0
2019-01-04 10:00:00,1.89,19.77,2.48,34.34,0.0
2019-01-04 11:00:00,1.92,21.62,2.64,29.3,0.0
2019-01-04 12:00:00,1.84,22.58,2.73,26.85,0.0
2019-01-04 13:00:00,1.53,22.95,2.73,25.78,0.0
2019-01-04 14:00:00,1.1,22.53,2.36,26.72,0.0
2019-01-04 15:00:00,0.55,20.27,0.97,43.44,0.0
2019-01-04 16:00:00,0.1,18.01,1.05,42.18,0.0
2019-01-04 17:00:00,0.0,17.92,0.82,37.51,0.0
2019-01-04 18:00:00,0.0,18.37,0.38,35.33,0.0
2019-01-04 19:00:00,0.0,17.68,0.44,36.67,0.0
2019-01-04 20:00:00,0.0,16.18,0.8,40.94,0.0
2019-01-04 21:00:00,0.0,15.27,1.02,44.23,0.0
2019-01-04 22:00:00,0.0,14.62,1.06,46.11,0.0
2019-01-04 23:00:00,0.0,13.51,1.15,48.09,0.0
2019-01-05 00:00:00,0.0,12.57,1.2,49.82,0.0
2019-01-05 01:00:00,0.0,11.75,1.18,54.56,0.0
2019-01-05 02:00:00,0.0,11.14,1.12,58.24,0.0
2019-01-05 03:00:00,0.0,10.19,1.15,60.74,0.0
2019-01-05 04:00:00,0.0,8.79,1.22,64.34,0.0
2019-01-05 05:00:00,0.0,8.5,1.21,65.8,0.0
2019-01-05 06:00:00,0.03,8.8,1.21,65.09,0.0
2019-01-05 07:00:00,0.31,11.09,2.01,56.73,0.0
2019-01-05 08:00:00,0.72,12.83,2.29,49.95,0.0
2019-01-05 09:00:00,1.04,15.1,1.86,45.27,0.0
2019-01-05 10:00:00,1.26,19.05,2.79,34.2,0.0
2019-01-05 11:00:00,1.62,21.14,2.74,29.69,0.0
2019-01-05 12:00:00,1.56,22.14,2.45,27.84,0.0
2019-01-05 13:00:00,1.35,22.42,2.2,27.4,0.0
2019-01-05 14:00:00,1.0,21.97,1.89,29.73,0.0
2019-01-05 15:00:00,0.49,19.44,0.96,46.22,0.0
2019-01-05 16:00:00,0.09,16.09,1.21,49.83,0.0
2019-01-05 17:00:00,0.0,14.25,1.37,51.76,0.0
2019-01-05 18:00:00,0.0,13.41,1.48,53.22,0.0
2019-01-05 19:00:00,0.0,12.78,1.58,54.27,0.0
2019-01-05 20:00:00,0.0,12.19,1.6,55.28,0.0
2019-01-05 21:00:00,0.0,11.59,1.58,56.45,0.0
2019-01-05 22:00:00,0.0,11.03,1.56,57.59,0.0
2019-01-05 23:00:00,0.0,10.52,1.56,58.68,0.0
2019-01-06 00:00:00,0.0,10.29,1.61,59.2,0.0
2019-01-06 01:00:00,0.0,9.82,1.65,60.43,0.0
2019-01-06 02:00:00,0.0,9.26,1.79,61.76,0.0
2019-01-06 03:00:00,0.0,8.66,1.94,63.44,0.0
2019-01-06 04:00:00,0.0,8.22,2.09,64.5,0.0
2019-01-06 05:00:00,0.0,7.87,2.26,65.33,0.0
2019-01-06 06:00:00,0.03,7.83,2.59,64.94,0.0
2019-01-06 07:00:00,0.34,9.51,3.6,58.52,0.0
2019-01-06 08:00:00,0.81,11.81,3.4,51.97,0.0
2019-01-06 09:00:00,1.19,15.41,3.41,43.49,0.0
2019-01-06 10:00:00,1.56,19.16,4.36,35.0,0.0
2019-01-06 11:00:00,1.37,21.76,4.63,30.33,0.0
2019-01-06 12:00:00,1.33,22.92,4.32,28.92,0.03
2019-01-06 13:00:00,0.9,23.32,3.73,29.16,0.21
2019-01-06 14:00:00,0.64,22.87,2.6,33.22,0.25
2019-01-06 15:00:00,0.32,20.62,1.41,45.01,0.18
2019-01-06 16:00:00,0.07,17.79,1.58,48.93,0.09
2019-01-06 17:00:00,0.0,16.12,1.78,49.87,0.11
2019-01-06 18:00:00,0.0,15.36,1.84,50.36,0.05
2019-01-06 19:00:00,0.0,14.4,1.78,52.14,0.05
2019-01-06 20:00:00,0.0,13.73,1.61,53.96,0.09
2019-01-06 21:00:00,0.0,13.18,1.42,56.04,0.16
2019-01-06 22:00:00,0.0,12.71,1.21,58.0,0.37
2019-01-06 23:00:00,0.0,12.24,1.02,60.06,0.49
2019-01-07 00:00:00,0.0,11.97,0.84,61.38,0.07
2019-01-07 01:00:00,0.0,11.78,0.69,61.93,0.2
2019-01-07 02:00:00,0.0,11.3,0.63,63.32,0.29
2019-01-07 03:00:00,0.0,10.83,0.65,65.19,0.62
2019-01-07 04:00:00,0.0,10.19,0.77,68.18,6.05
2019-01-07 05:00:00,0.0,9.6,0.9,70.96,5.6
2019-01-07 06:00:00,0.03,9.24,0.93,73.16,4.64
2019-01-07 07:00:00,0.34,11.0,0.87,70.94,3.39
2019-01-07 08:00:00,0.8,12.8,1.28,64.24,0.45
2019-01-07 09:00:00,1.28,15.28,1.07,56.64,0.19
2019-01-07 10:00:00,1.55,19.04,1.37,40.75,0.52
2019-01-07 11:00:00,1.3,21.26,1.61,34.47,0.49
2019-01-07 12:00:00,1.11,22.1,1.6,33.2,0.65
2019-01-07 13:00:00,1.09,22.26,1.59,33.4,0.85
2019-01-07 14:00:00,0.74,21.8,1.48,35.2,0.64
2019-01-07 15:00:00,0.37,20.27,0.73,48.35,0.04
2019-01-07 16:00:00,0.07,18.06,0.9,50.2,0.35
2019-01-07 17:00:00,0.0,16.75,1.04,51.38,0.13
2019-01-07 18:00:00,0.0,15.77,1.13,54.64,0.05
2019-01-07 19:00:00,0.0,14.92,1.17,58.48,0.0
2019-01-07 20:00:00,0.0,14.21,1.18,62.22,0.0
2019-01-07 21:00:00,0.0,13.43,1.2,66.38,0.0
2019-01-07 22:00:00,0.0,12.37,1.21,72.14,0.0
2019-01-07 23:00:00,0.0,11.38,1.22,77.13,0.0
2019-01-08 00:00:00,0.0,10.71,1.34,79.65,0.0
2019-01-08 01:00:00,0.0,10.28,1.55,79.79,0.0
2019-01-08 02:00:00,0.0,9.84,1.75,79.64,0.0
2019-01-08 03:00:00,0.0,9.26,1.86,80.74,0.0
2019-01-08 04:00:00,0.0,8.52,1.75,83.02,0.06
2019-01-08 05:00:00,0.0,7.79,1.61,85.3,0.81
2019-01-08 06:00:00,0.03,7.54,1.58,85.43,1.53
2019-01-08 07:00:00,0.41,9.64,2.75,74.67,0.25
2019-01-08 08:00:00,0.97,11.93,2.41,66.57,0.0
2019-01-08 09:00:00,1.53,16.05,2.4,52.79,0.0
2019-01-08 10:00:00,1.94,20.62,3.85,37.94,0.0
2019-01-08 11:00:00,2.05,22.14,3.73,35.3,0.0
2019-01-08 12:00:00,1.96,22.86,3.63,34.1,0.0
2019-01-08 13:00:00,1.65,23.02,3.52,33.51,0.0
2019-01-08 14:00:00,1.14,22.48,3.22,34.2,0.0
2019-01-08 15:00:00,0.62,21.07,1.93,40.91,0.0
2019-01-08 16:00:00,0.12,17.16,1.23,53.84,0.0
2019-01-08 17:00:00,0.0,14.89,1.4,56.89,0.0
2019-01-08 18:00:00,0.0,14.04,1.52,58.44,0.0
2019-01-08 19:00:00,0.0,13.32,1.63,59.81,0.0
2019-01-08 20:00:00,0.0,12.58,1.69,61.04,0.0
2019-01-08 21:00:00,0.0,11.78,1.71,62.48,0.0
2019-01-08 22:00:00,0.0,11.04,1.73,63.67,0.0
2019-01-08 23:00:00,0.0,10.29,1.69,65.16,0.0
2019-01-09 00:00:00,0.0,9.56,1.59,66.95,0.0
2019-01-09 01:00:00,0.0,8.89,1.55,68.62,0.0
2019-01-09 02:00:00,0.0,8.28,1.56,70.32,0.0
2019-01-09 03:00:00,0.0,7.76,1.64,72.08,0.0
2019-01-09 04:00:00,0.0,7.28,1.69,73.89,0.0
2019-01-09 05:00:00,0.0,6.77,1.62,75.75,0.0
2019-01-09 06:00:00,0.04,6.76,1.69,75.21,0.0
2019-01-09 07:00:00,0.48,9.41,3.0,63.41,0.0
2019-01-09 08:00:00,1.08,11.95,2.57,55.06,0.0
2019-01-09 09:00:00,1.68,15.85,2.45,45.33,0.0
2019-01-09 10:00:00,2.12,20.58,3.66,30.61,0.0
2019-01-09 11:00:00,2.08,22.1,3.68,27.13,0.0
2019-01-09 12:00:00,2.01,22.79,3.54,25.42,0.0
2019-01-09 13:00:00,1.68,22.93,3.42,24.62,0.0
2019-01-09 14:00:00,1.2,22.31,3.25,25.2,0.0
2019-01-09 15:00:00,0.65,20.24,1.89,34.35,0.0
2019-01-09 16:00:00,0.13,15.87,1.38,46.47,0.0
2019-01-09 17:00:00,0.0,13.69,1.5,49.23,0.0
2019-01-09 18:00:00,0.0,12.81,1.54,50.76,0.0
2019-01-09 19:00:00,0.0,11.99,1.54,52.57,0.0
2019-01-09 20:00:00,0.0,11.27,1.5,54.42,0.0
2019-01-09 21:00:00,0.0,10.65,1.46,56.32,0.0
2019-01-09 22:00:00,0.0,10.09,1.46,58.19,0.0
2019-01-09 23:00:00,0.0,9.59,1.5,60.3,0.0
2019-01-10 00:00:00,0.0,9.09,1.5,62.92,0.0
2019-01-10 01:00:00,0.0,8.61,1.55,66.12,0.0
2019-01-10 02:00:00,0.0,8.14,1.64,69.44,0.0
2019-01-10 03:00:00,0.0,7.62,1.66,72.85,0.0
2019-01-10 04:00:00,0.0,7.05,1.58,76.25,0.0
2019-01-10 05:00:00,0.0,6.4,1.34,79.77,0.0
2019-01-10 06:00:00,0.04,6.27,1.21,80.21,0.0
2019-01-10 07:00:00,0.47,8.93,2.25,67.21,0.0
2019-01-10 08:00:00,1.06,11.35,1.85,58.76,0.0
2019-01-10 09:00:00,1.64,15.65,1.64,46.77,0.0
2019-01-10 10:00:00,2.06,20.29,2.12,34.7,0.0
2019-01-10 11:00:00,2.09,21.67,2.13,32.03,0.0
2019-01-10 12:00:00,2.04,22.37,2.16,30.83,0.0
2019-01-10 13:00:00,1.74,22.56,2.13,30.69,0.0
2019-01-10 14:00:00,1.22,22.11,1.97,31.59,0.0
2019-01-10 15:00:00,0.66,20.41,0.98,43.06,0.0
2019-01-10 16:00:00,0.13,17.54,1.01,47.46,0.0
2019-01-10 17:00:00,0.0,16.47,1.04,45.52,0.0
2019-01-10 18:00:00,0.0,16.13,0.93,44.88,0.0
2019-01-10 19:00:00,0.0,15.35,0.81,45.9,0.0
2019-01-10 20:00:00,0.0,14.76,0.78,46.24,0.0
2019-01-10 21:00:00,0.0,14.1,0.83,47.36,0.0
2019-01-10 22:00:00,0.0,13.7,0.95,48.0,0.0
2019-01-10 23:00:00,0.0,12.68,1.05,50.87,0.0
2019-01-11 00:00:00,0.0,12.12,1.12,53.34,0.0
2019-01-11 01:00:00,0.0,11.58,1.11,56.68,0.0
2019-01-11 02:00:00,0.0,10.97,1.08,59.38,0.0
2019-01-11 03:00:00,0.0,10.57,1.06,59.72,0.0
2019-01-11 04:00:00,0.0,10.17,1.02,60.59,0.0
2019-01-11 05:00:00,0.0,9.87,0.81,61.49,0.0
2019-01-11 06:00:00,0.03,10.05,0.62,61.2,0.0
2019-01-11 07:00:00,0.37,11.03,0.8,61.05,0.0
2019-01-11 08:00:00,0.92,13.16,1.26,52.98,0.0
2019-01-11 09:00:00,1.42,17.41,1.34,40.41,0.0
2019-01-11 10:00:00,1.8,20.13,1.36,33.11,0.0
2019-01-11 11:00:00,1.94,21.08,1.06,30.74,0.0
2019-01-11 12:00:00,1.86,21.63,0.78,29.32,0.0
2019-01-11 13:00:00,1.54,21.74,0.58,28.85,0.0
2019-01-11 14:00:00,1.07,21.21,0.6,29.54,0.0
2019-01-11 15:00:00,0.59,19.95,0.51,38.04,0.0
2019-01-11 16:00:00,0.12,17.84,0.71,40.58,0.0
2019-01-11 17:00:00,0.0,16.38,0.88,41.44,0.0
2019-01-11 18:00:00,0.0,15.27,0.99,44.25,0.0
2019-01-11 19:00:00,0.0,14.3,1.09,46.44,0.0
2019-01-11 20:00:00,0.0,13.55,1.17,47.94,0.0
2019-01-11 21:00:00,0.0,12.78,1.2,49.75,0.0
2019-01-11 22:00:00,0.0,12.11,1.22,51.41,0.0
2019-01-11 23:00:00,0.0,11.54,1.22,52.76,0.0
2019-01-12 00:00:00,0.0,11.03,1.21,54.2,0.0
2019-01-12 01:00:00,0.0,10.51,1.2,56.34,0.0
2019-01-12 02:00:00,0.0,10.04,1.18,58.51,0.0
2019-01-12 03:00:00,0.0,9.76,1.13,59.86,0.0
2019-01-12 04:00:00,0.0,9.79,0.97,60.14,0.0
2019-01-12 05:00:00,0.0,10.17,0.65,58.93,0.0
2019-01-12 06:00:00,0.03,10.49,0.15,58.24,0.0
2019-01-12 07:00:00,0.35,10.96,0.51,60.55,0.0
2019-01-12 08:00:00,0.82,12.62,1.11,52.98,0.0
2019-01-12 09:00:00,1.3,15.84,1.01,44.08,0.0
2019-01-12 10:00:00,1.64,19.6,1.14,34.97,0.0
2019-01-12 11:00:00,1.87,20.69,1.17,33.05,0.0
2019-01-12 12:00:00,1.77,21.34,1.12,31.91,0.0
2019-01-12 13:00:00,1.5,21.52,1.01,31.47,0.0
2019-01-12 14:00:00,1.02,21.2,0.87,32.08,0.0
2019-01-12 15:00:00,0.53,20.05,0.48,40.97,0.0
2019-01-12 16:00:00,0.11,18.76,0.49,39.38,0.0
2019-01-12 17:00:00,0.0,17.81,0.48,40.17,0.0
2019-01-12 18:00:00,0.0,16.96,0.6,41.99,0.0
2019-01-12 19:00:00,0.0,15.7,0.74,45.17,0.0
2019-01-12 20:00:00,0.0,14.92,0.89,47.03,0.0
2019-01-12 21:00:00,0.0,14.37,1.02,48.34,0.0
2019-01-12 22:00:00,0.0,13.5,1.11,51.35,0.0
2019-01-12 23:00:00,0.0,12.51,1.2,55.21,0.0
2019-01-13 00:00:00,0.0,11.55,1.25,59.16,0.0
2019-01-13 01:00:00,0.0,10.67,1.25,62.95,0.0
2019-01-13 02:00:00,0.0,9.89,1.23,66.31,0.0
2019-01-13 03:00:00,0.0,9.16,1.2,69.51,0.0
2019-01-13 04:00:00,0.0,8.68,1.17,71.83,0.0
2019-01-13 05:00:00,0.0,8.41,1.15,73.08,0.0
2019-01-13 06:00:00,0.03,8.36,1.09,73.27,0.0
2019-01-13 07:00:00,0.35,10.81,1.12,64.8,0.0
2019-01-13 08:00:00,0.77,13.33,1.54,54.92,0.0
2019-01-13 09:00:00,1.21,16.53,1.27,45.97,0.0
2019-01-13 10:00:00,1.54,20.88,1.51,32.33,0.0
2019-01-13 11:00:00,1.29,22.71,1.08,28.01,0.0
2019-01-13 12:00:00,1.28,23.57,0.83,26.5,0.0
2019-01-13 13:00:00,1.15,23.79,0.93,26.29,0.0
2019-01-13 14:00:00,0.75,23.27,0.98,28.23,0.0
2019-01-13 15:00:00,0.4,21.52,0.65,41.55,0.0
2019-01-13 16:00:00,0.09,19.22,1.0,40.72,0.0
2019-01-13 17:00:00,0.0,17.13,1.24,44.16,0.0
2019-01-13 18:00:00,0.0,15.34,1.3,49.62,0.0
2019-01-13 19:00:00,0.0,14.04,1.33,53.49,0.0
2019-01-13 20:00:00,0.0,13.21,1.44,56.37,0.0
2019-01-13 21:00:00,0.0,12.6,1.56,59.1,0.0
2019-01-13 22:00:00,0.0,12.07,1.67,61.97,0.0
2019-01-13 23:00:00,0.0,11.56,1.73,65.61,0.0
2019-01-14 00:00:00,0.0,11.06,1.78,69.51,0.05
2019-01-14 01:00:00,0.0,10.6,1.84,73.16,0.05
2019-01-14 02:00:00,0.0,10.11,1.87,76.88,0.05
2019-01-14 03:00:00,0.0,9.56,1.81,80.82,0.0
2019-01-14 04:00:00,0.0,9.03,1.74,84.6,0.0
2019-01-14 05:00:00,0.0,8.6,1.75,87.72,0.0
2019-01-14 06:00:00,0.03,8.66,1.92,87.14,0.0
2019-01-14 07:00:00,0.38,11.1,3.24,73.07,0.0
2019-01-14 08:00:00,0.89,13.61,2.95,61.97,0.0
2019-01-14 09:00:00,1.33,17.45,3.22,45.14,0.0
2019-01-14 10:00:00,1.74,20.83,4.28,29.76,0.0
2019-01-14 11:00:00,2.21,22.84,4.85,21.68,0.0
2019-01-14 12:00:00,2.15,23.35,5.14,20.27,0.0
2019-01-14 13:00:00,1.88,23.15,5.32,20.28,0.0
2019-01-14 14:00:00,1.38,22.44,5.06,20.34,0.0
2019-01-14 15:00:00,0.78,20.96,3.8,22.33,0.0
2019-01-14 16:00:00,0.18,16.02,1.68,36.08,0.0
2019-01-14 17:00:00,0.0,12.89,1.56,41.72,0.0
2019-01-14 18:00:00,0.0,11.8,1.6,42.88,0.0
2019-01-14 19:00:00,0.0,10.88,1.66,44.01,0.0
2019-01-14 20:00:00,0.0,10.06,1.72,45.33,0.0
2019-01-14 21:00:00,0.0,9.26,1.73,46.88,0.0
2019-01-14 22:00:00,0.0,8.5,1.75,48.48,0.0
2019-01-14 23:00:00,0.0,7.8,1.74,50.08,0.0
2019-01-15 00:00:00,0.0,7.17,1.75,51.48,0.0
2019-01-15 01:00:00,0.0,6.63,1.79,52.59,0.0
2019-01-15 02:00:00,0.0,6.22,1.96,53.41,0.0
2019-01-15 03:00:00,0.0,5.84,2.12,54.3,0.0
2019-01-15 04:00:00,0.0,5.23,2.02,56.47,0.0
2019-01-15 05:00:00,0.0,4.6,1.9,58.48,0.0
2019-01-15 06:00:00,0.05,4.48,1.97,58.25,0.0
2019-01-15 07:00:00,0.58,7.09,3.26,47.86,0.0
2019-01-15 08:00:00,1.27,10.05,2.6,40.88,0.0
2019-01-15 09:00:00,1.86,14.56,2.66,30.98,0.0
2019-01-15 10:00:00,1.8,19.0,3.86,19.32,0.0
2019-01-15 11:00:00,1.82,21.04,3.92,16.23,0.0
2019-01-15 12:00:00,1.83,22.21,3.87,14.91,0.0
2019-01-15 13:00:00,1.65,22.65,3.76,14.51,0.0
2019-01-15 14:00:00,1.25,22.16,3.42,15.25,0.0
2019-01-15 15:00:00,0.72,19.98,1.76,25.88,0.0
2019-01-15 16:00:00,0.16,15.4,1.23,38.4,0.0
2019-01-15 17:00:00,0.0,12.95,1.38,39.22,0.0
2019-01-15 18:00:00,0.0,11.83,1.38,40.97,0.0
2019-01-15 19:00:00,0.0,10.75,1.39,42.92,0.0
2019-01-15 20:00:00,0.0,9.76,1.41,44.68,0.0
2019-01-15 21:00:00,0.0,8.93,1.45,45.99,0.0
2019-01-15 22:00:00,0.0,8.2,1.45,47.27,0.0
2019-01-15 23:00:00,0.0,7.5,1.43,48.79,0.0
2019-01-16 00:00:00,0.0,6.83,1.41,50.43,0.0
2019-01-16 01:00:00,0.0,6.2,1.41,52.15,0.0
2019-01-16 02:00:00,0.0,5.6,1.36,53.81,0.0
2019-01-16 03:00:00,0.0,5.07,1.24,55.27,0.0
2019-01-16 04:00:00,0.0,4.85,1.15,55.38,0.0
2019-01-16 05:00:00,0.0,5.1,1.11,53.54,0.0
2019-01-16 06:00:00,0.04,5.6,0.96,52.47,0.0
2019-01-16 07:00:00,0.44,8.06,1.09,46.0,0.0
2019-01-16 08:00:00,1.01,10.3,0.94,38.93,0.0
2019-01-16 09:00:00,1.52,14.24,0.68,31.43,0.0
2019-01-16 10:00:00,2.01,18.9,0.76,19.74,0.0
2019-01-16 11:00:00,2.18,21.05,1.01,16.42,0.0
2019-01-16 12:00:00,2.06,21.85,1.03,15.62,0.0
2019-01-16 13:00:00,1.8,22.45,1.01,15.28,0.0
2019-01-16 14:00:00,1.3,22.23,0.95,15.78,0.0
2019-01-16 15:00:00,0.7,20.8,0.56,27.21,0.0
2019-01-16 16:00:00,0.16,18.59,0.76,29.33,0.0
2019-01-16 17:00:00,0.0,17.43,0.91,27.62,0.0
2019-01-16 18:00:00,0.0,16.81,0.91,28.57,0.0
2019-01-16 19:00:00,0.0,15.83,1.05,30.07,0.0
2019-01-16 20:00:00,0.0,14.38,1.21,33.51,0.0
2019-01-16 21:00:00,0.0,13.15,1.29,35.56,0.0
2019-01-16 22:00:00,0.0,12.22,1.32,36.09,0.0
2019-01-16 23:00:00,0.0,11.28,1.34,38.63,0.0
2019-01-17 00:00:00,0.0,10.54,1.32,39.3,0.0
2019-01-17 01:00:00,0.0,10.17,1.29,39.23,0.0
2019-01-17 02:00:00,0.0,9.53,1.28,40.4,0.0
2019-01-17 03:00:00,0.0,8.88,1.27,42.2,0.0
2019-01-17 04:00:00,0.0,8.43,1.24,43.52,0.0
2019-01-17 05:00:00,0.0,7.98,1.19,44.75,0.0
2019-01-17 06:00:00,0.03,7.4,1.18,47.53,0.0
2019-01-17 07:00:00,0.42,9.92,1.32,45.49,0.0
2019-01-17 08:00:00,1.03,12.56,1.99,34.22,0.0
2019-01-17 09:00:00,1.62,15.78,1.71,29.75,0.0
2019-01-17 10:00:00,2.04,19.81,1.83,21.67,0.0
2019-01-17 11:00:00,2.16,22.14,1.92,18.1,0.0
2019-01-17 12:00:00,2.07,22.88,2.06,17.69,0.0
2019-01-17 13:00:00,1.78,23.01,2.2,17.93,0.0
2019-01-17 14:00:00,1.28,22.58,2.15,19.16,0.0
2019-01-17 15:00:00,0.68,20.32,0.98,35.82,0.0
2019-01-17 16:00:00,0.17,16.79,1.19,39.58,0.0
2019-01-17 17:00:00,0.0,14.94,1.37,38.92,0.0
2019-01-17 18:00:00,0.0,13.86,1.38,40.66,0.0
2019-01-17 19:00:00,0.0,12.96,1.39,41.96,0.0
2019-01-17 20:00:00,0.0,11.97,1.4,43.99,0.0
2019-01-17 21:00:00,0.0,10.94,1.4,46.49,0.0
2019-01-17 22:00:00,0.0,10.1,1.43,48.65,0.0
2019-01-17 23:00:00,0.0,9.37,1.43,50.53,0.0
2019-01-18 00:00:00,0.0,8.69,1.42,52.61,0.0
2019-01-18 01:00:00,0.0,8.07,1.37,54.86,0.0
2019-01-18 02:00:00,0.0,7.53,1.32,56.76,0.0
2019-01-18 03:00:00,0.0,7.08,1.27,58.2,0.0
2019-01-18 04:00:00,0.0,6.65,1.25,59.3,0.0
2019-01-18 05:00:00,0.0,6.16,1.28,60.69,0.0
2019-01-18 06:00:00,0.04,6.18,1.36,60.5,0.0
2019-01-18 07:00:00,0.49,9.44,2.54,48.88,0.0
2019-01-18 08:00:00,1.1,11.9,2.46,42.09,0.0
2019-01-18 09:00:00,1.7,15.49,1.99,36.17,0.0
2019-01-18 10:00:00,2.12,20.81,2.32,24.7,0.0
2019-01-18 11:00:00,2.11,22.9,2.34,22.41,0.0
2019-01-18 12:00:00,2.05,23.78,2.46,21.82,0.0
2019-01-18 13:00:00,1.72,24.02,2.51,21.81,0.0
